id,source_type,source_file,source_line,raw_payload,transaction_type,description,amount_type,amount_description,amount_field,amount,order_id,sku,settlement_id,shipment_id,merchant_order_id,txn_date,record_ref,matched_config_id,matched_config_source,summary_field,match_ambiguous,created_at
49210,payment,data/amazon_payments_data.csv,4484,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""250-4245133-8075851"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 7:46:07 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""UPPER KEDRON"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4055"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 4:05:32 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,selling_fees,0.00,250-4245133-8075851,BIO-S000004059_AU,12382593803,,,2026-07-17,250-4245133-8075851+BIO-S000004059_AU+2026-07-17,63,payment,,f,2026-09-19 12:04:16.839207+00
49211,payment,data/amazon_payments_data.csv,4484,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""250-4245133-8075851"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 7:46:07 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""UPPER KEDRON"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4055"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 4:05:32 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,fba_fees,-6.17,250-4245133-8075851,BIO-S000004059_AU,12382593803,,,2026-07-17,250-4245133-8075851+BIO-S000004059_AU+2026-07-17,72,payment,expenses_amazon_fees,f,2026-09-19 12:04:16.839207+00
49212,payment,data/amazon_payments_data.csv,4484,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""250-4245133-8075851"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 7:46:07 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""UPPER KEDRON"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4055"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 4:05:32 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,other_transaction_fees,0.00,250-4245133-8075851,BIO-S000004059_AU,12382593803,,,2026-07-17,250-4245133-8075851+BIO-S000004059_AU+2026-07-17,65,payment,,f,2026-09-19 12:04:16.839207+00
49213,payment,data/amazon_payments_data.csv,4484,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""250-4245133-8075851"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 7:46:07 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""UPPER KEDRON"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4055"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 4:05:32 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,other,0.00,250-4245133-8075851,BIO-S000004059_AU,12382593803,,,2026-07-17,250-4245133-8075851+12382593803+2026-07-17,110,payment,,f,2026-09-19 12:04:16.839207+00
50306,payment,data/amazon_payments_data.csv,4584,"{""sku"": ""BDPRM004WAEN1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""22.82"", ""order ID"": ""250-9150000-9631068"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 8:01:21 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BULIMBA"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4171"", ""selling fees"": ""0"", ""product sales"": ""28.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 1:42:51 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea",,,gift_wrap_credits,0.00,250-9150000-9631068,BDPRM004WAEN1A,12382593803,,,2026-07-16,250-9150000-9631068+BDPRM004WAEN1A+2026-07-16,69,payment,,f,2026-09-19 12:04:19.210609+00
50307,payment,data/amazon_payments_data.csv,4584,"{""sku"": ""BDPRM004WAEN1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""22.82"", ""order ID"": ""250-9150000-9631068"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 8:01:21 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BULIMBA"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4171"", ""selling fees"": ""0"", ""product sales"": ""28.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 1:42:51 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea",,,promotional_rebates,0.00,250-9150000-9631068,BDPRM004WAEN1A,12382593803,,,2026-07-16,250-9150000-9631068+BDPRM004WAEN1A+2026-07-16,64,payment,,f,2026-09-19 12:04:19.210609+00
50308,payment,data/amazon_payments_data.csv,4584,"{""sku"": ""BDPRM004WAEN1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""22.82"", ""order ID"": ""250-9150000-9631068"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 8:01:21 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BULIMBA"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4171"", ""selling fees"": ""0"", ""product sales"": ""28.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 1:42:51 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea",,,sales_tax_collected,0.00,250-9150000-9631068,BDPRM004WAEN1A,12382593803,,,2026-07-16,250-9150000-9631068+BDPRM004WAEN1A+2026-07-16,70,payment,,f,2026-09-19 12:04:19.210609+00
50309,payment,data/amazon_payments_data.csv,4584,"{""sku"": ""BDPRM004WAEN1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""22.82"", ""order ID"": ""250-9150000-9631068"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 8:01:21 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BULIMBA"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4171"", ""selling fees"": ""0"", ""product sales"": ""28.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 1:42:51 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea",,,low_value_goods,0.00,250-9150000-9631068,BDPRM004WAEN1A,12382593803,,,2026-07-16,250-9150000-9631068+BDPRM004WAEN1A+2026-07-16,4,payment,,f,2026-09-19 12:04:19.210609+00
50310,payment,data/amazon_payments_data.csv,4584,"{""sku"": ""BDPRM004WAEN1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""22.82"", ""order ID"": ""250-9150000-9631068"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 8:01:21 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BULIMBA"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4171"", ""selling fees"": ""0"", ""product sales"": ""28.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 1:42:51 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea",,,selling_fees,0.00,250-9150000-9631068,BDPRM004WAEN1A,12382593803,,,2026-07-16,250-9150000-9631068+BDPRM004WAEN1A+2026-07-16,63,payment,,f,2026-09-19 12:04:19.210609+00
50311,payment,data/amazon_payments_data.csv,4584,"{""sku"": ""BDPRM004WAEN1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""22.82"", ""order ID"": ""250-9150000-9631068"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 8:01:21 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BULIMBA"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4171"", ""selling fees"": ""0"", ""product sales"": ""28.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 1:42:51 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Mask, Skin Firming & Radiance Boost, Enhancing Recovery for All Skin Types, Korea",,,fba_fees,-6.17,250-9150000-9631068,BDPRM004WAEN1A,12382593803,,,2026-07-16,250-9150000-9631068+BDPRM004WAEN1A+2026-07-16,72,payment,expenses_amazon_fees,f,2026-09-19 12:04:19.210609+00
51266,payment,data/amazon_payments_data.csv,4671,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""250-0099479-7721416"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 9:17:31 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""Melbourne"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3750"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 2:03:10 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,low_value_goods,0.00,250-0099479-7721416,BIO-S000004059_AU,12382593803,,,2026-07-16,250-0099479-7721416+BIO-S000004059_AU+2026-07-16,4,payment,,f,2026-09-19 12:04:19.210609+00
51267,payment,data/amazon_payments_data.csv,4671,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""250-0099479-7721416"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 9:17:31 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""Melbourne"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3750"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 2:03:10 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,selling_fees,0.00,250-0099479-7721416,BIO-S000004059_AU,12382593803,,,2026-07-16,250-0099479-7721416+BIO-S000004059_AU+2026-07-16,63,payment,,f,2026-09-19 12:04:19.210609+00
51268,payment,data/amazon_payments_data.csv,4671,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""250-0099479-7721416"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 9:17:31 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""Melbourne"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3750"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 2:03:10 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,fba_fees,-6.17,250-0099479-7721416,BIO-S000004059_AU,12382593803,,,2026-07-16,250-0099479-7721416+BIO-S000004059_AU+2026-07-16,72,payment,expenses_amazon_fees,f,2026-09-19 12:04:19.210609+00
51269,payment,data/amazon_payments_data.csv,4671,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""250-0099479-7721416"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 9:17:31 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""Melbourne"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3750"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 2:03:10 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,other_transaction_fees,0.00,250-0099479-7721416,BIO-S000004059_AU,12382593803,,,2026-07-16,250-0099479-7721416+BIO-S000004059_AU+2026-07-16,65,payment,,f,2026-09-19 12:04:19.210609+00
51270,payment,data/amazon_payments_data.csv,4671,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""250-0099479-7721416"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 9:17:31 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""Melbourne"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3750"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 2:03:10 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,other,0.00,250-0099479-7721416,BIO-S000004059_AU,12382593803,,,2026-07-16,250-0099479-7721416+12382593803+2026-07-16,110,payment,,f,2026-09-19 12:04:19.210609+00
51271,payment,data/amazon_payments_data.csv,4671,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""250-0099479-7721416"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 9:17:31 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""Melbourne"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3750"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""17 July 2026 2:03:10 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,total,13.50,250-0099479-7721416,BIO-S000004059_AU,12382593803,,,2026-07-16,250-0099479-7721416+BIO-S000004059_AU+2026-07-16,68,payment,,f,2026-09-19 12:04:19.210609+00
52928,payment,data/amazon_payments_data.csv,4822,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""503-7283820-8757425"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 11:35:48 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""LENNOX HEAD"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2478"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12395580393"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""18 July 2026 3:43:44 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,selling_fees,0.00,503-7283820-8757425,BIO-S000004059_AU,12395580393,,,2026-07-18,503-7283820-8757425+BIO-S000004059_AU+2026-07-18,63,payment,,f,2026-09-19 12:04:19.210609+00
52929,payment,data/amazon_payments_data.csv,4822,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""503-7283820-8757425"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 11:35:48 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""LENNOX HEAD"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2478"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12395580393"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""18 July 2026 3:43:44 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,fba_fees,-6.17,503-7283820-8757425,BIO-S000004059_AU,12395580393,,,2026-07-18,503-7283820-8757425+BIO-S000004059_AU+2026-07-18,72,payment,expenses_amazon_fees,f,2026-09-19 12:04:19.210609+00
52930,payment,data/amazon_payments_data.csv,4822,"{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.50"", ""order ID"": ""503-7283820-8757425"", ""quantity"": ""1"", ""date/time"": ""8 July 2026 11:35:48 pm GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""LENNOX HEAD"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2478"", ""selling fees"": ""0"", ""product sales"": ""19.67"", ""settlement ID"": ""12395580393"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""18 July 2026 3:43:44 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",Order,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",,,other_transaction_fees,0.00,503-7283820-8757425,BIO-S000004059_AU,12395580393,,,2026-07-18,503-7283820-8757425+BIO-S000004059_AU+2026-07-18,65,payment,,f,2026-09-19 12:04:19.210609+00
